Sale ID, Year, Make, Model, Style, Is Active?, On Sale?, Has Sold?, Offer to Seller, Private Price PI, Trade In Price PI, Retail Price PI, CPO Price PI, Private Price L, Trade In Price L, Retail Price L, CPO Price L, Beepi Price
18281,2012,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),N, N, N, 20638,18871,17433,21023,24697,18871,17433,21023,24697,N/A
18282,2015,Mercedes-Benz,M-Class,ML350 4dr SUV (3.5L 6cyl 7A),N, N, N, 39316,39615,36931,41640,0,39615,36931,41640,0,N/A
18283,2010,Subaru,Forester,2.5X Premium 4dr SUV AWD (2.5L 4cyl 4A),N, N, N, 15571,15167,13631,17943,19518,15167,13631,17943,19518,N/A
18284,2012,Dodge,Grand Caravan,Crew 4dr Minivan (3.6L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18285,2012,Dodge,Grand Caravan,American Value Package 4dr Minivan (3.6L 6cyl 6A),Y, N, Y, 13084,12957,11609,14887,16085,12957,11609,14887,16085,13300
18286,2013,Volkswagen,Jetta GLI,Autobahn 4dr Sedan w/Navigation (2.0L 4cyl Turbo 6M),Y, N, Y, 19000,18449,17050,20687,21647,17950,14916,20213,21164,13800
18287,2013,Volkswagen,Jetta GLI,Autobahn 4dr Sedan w/Navigation (2.0L 4cyl Turbo 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18288,2012,Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18289,2011,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18290,2011,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),Y, N, Y, 17600,17063,15531,19469,21530,17063,15531,19469,21530,18700
18291,2011,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18292,2011,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18293,2014,Honda,Accord,EX-L V-6 4dr Sedan (3.5L 6cyl 6A),Y, N, Y, 23049,22874,21297,24937,25970,22464,20914,24503,25858,23600
18294,2011,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 16554,16272,14871,18613,20369,16272,14871,18613,20369,N/A
18295,2012,Ford,F-150,King Ranch 4dr SuperCrew 4WD Styleside 5.5 ft. SB (5.0L 8cyl 6A),N, N, N, 31135,30737,28395,34486,37865,30737,28395,34486,37865,N/A
18296,2013,Subaru,Outback,2.5i Premium PZEV 4dr Wagon AWD (2.5L 4cyl CVT),N, N, N, 21996,21888,20129,24268,25382,21888,20129,24268,25382,N/A
18297,2013,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18298,2015,Toyota,Camry,XSE 4dr Sedan (2.5L 4cyl 6A),N, N, N, 23000,19584,18207,20622,0,19584,18207,20622,0,23300
18299,2013,Mazda,MAZDA3,i Sport 4dr Sedan (2.0L 4cyl 6A),Y, N, Y, 13450,13096,11719,14960,15213,13096,11719,14960,15213,13600
18300,2010,Chevrolet,Cobalt,LS 2dr Coupe (2.2L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18301,2010,Chevrolet,Cobalt,LT 2dr Coupe (2.2L 4cyl 5M),N, N, N, 7953,7824,6464,9775,10926,7824,6464,9775,10926,N/A
18302,2012,Nissan,Versa,1.6 SV 4dr Sedan (1.6L 4cyl CVT),N, N, N, 9567,9435,8137,11315,12121,9435,8137,11315,12121,N/A
18303,2011,Mercedes-Benz,E-Class,E350 4dr Sedan (3.5L 6cyl 7A),N, N, N, 22525,22340,20029,25577,28643,22340,20029,25577,28643,N/A
18304,2014,Ford,Fusion,Titanium 4dr Sedan AWD w/EcoBoost (2.0L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18305,2015,Volvo,XC60,3.2 4dr SUV AWD w/Prod. End 6/14 (3.2L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18306,2015,Hyundai,Azera,Limited 4dr Sedan (3.3L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18307,2013,FIAT,500,t Turbo 2dr Hatchback (1.4L 4cyl Turbo 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18308,2015,Porsche,Macan,Turbo 4dr SUV AWD (3.6L 6cyl Turbo 7AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18309,2011,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M),Y, N, Y, 17200,16547,14676,19210,21272,16400,14543,19056,21113,16600
18310,2013,Volkswagen,Passat,SE 4dr Sedan w/Sunroof  Navigation (2.5L 5cyl 6A),N, N, N, 16495,16308,14901,18218,19189,16308,14901,18218,19189,N/A
18311,2009,Honda,Civic,DX 4dr Sedan (1.8L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18312,2014,Lexus,IS 250,4dr Sedan (2.5L 6cyl 6A),Y, N, Y, 32000,30565,28524,33092,35375,30565,28524,33092,35375,30900
18313,2012,Chrysler,200,LX 4dr Sedan (2.4L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18314,2012,Hyundai,Sonata Hybrid,4dr Sedan (2.4L 4cyl gas/electric hybrid 6A),Y, N, Y, 15700,15291,13845,17337,18961,15291,13845,17337,18961,15900
18315,2012,Chrysler,200,Touring 4dr Sedan (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18316,2012,Chrysler,200,LX 4dr Sedan (2.4L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18317,2014,GMC,Acadia,SLE-2 4dr SUV AWD (3.6L 6cyl 6A),N, N, N, 30000,29548,27581,32243,33216,29548,27581,32243,33216,N/A
18318,2012,Volkswagen,Tiguan,SE 4dr SUV (2.0L 4cyl Turbo 6A),N, N, N, 18106,17820,16274,20303,21704,17820,16274,20303,21704,N/A
18319,2012,Chevrolet,Equinox,LT 4dr SUV w/1LT (2.4L 4cyl 6A),N, N, N, 15761,15577,13833,18118,19523,15577,13833,18118,19523,N/A
18320,2013,BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),N, N, N, 41560,41414,37836,46113,48797,41414,37836,46113,48797,N/A
18321,2014,Jeep,Grand Cherokee,Limited 4dr SUV (3.6L 6cyl 8A),Y, N, Y, 30687,30264,28177,33090,33144,30264,28177,33090,33144,31600
18322,2013,Honda,Civic,Natural Gas 4dr Sedan (1.8L 4cyl 5A),Y, N, Y, 18648,18446,16968,20703,21454,18293,16827,20556,21306,14999
18323,2014,Toyota,FJ Cruiser,4dr SUV 4WD (4.0L 6cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18324,2014,Ford,Focus,SE 4dr Hatchback (2.0L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18325,2015,Audi,Q5,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Y, N, Y, 46037,40688,38656,42222,0,40688,38656,42222,0,46500
18326,2011,Nissan,Juke,S 4dr Hatchback AWD (1.6L 4cyl Turbo CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18327,2011,Hyundai,Tucson,GLS 4dr SUV (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18328,2011,Nissan,Juke,S 4dr Hatchback (1.6L 4cyl Turbo CVT),N, N, N, 12649,12413,11138,14497,15884,12413,11138,14497,15884,N/A
18329,2014,Hyundai,Santa Fe Sport,2.0T 4dr SUV (2.0L 4cyl Turbo 6A),N, N, N, 23591,23521,21647,25967,23804,23521,21647,25967,23804,N/A
18330,2011,Hyundai,Sonata,Limited PZEV 4dr Sedan (2.4L 4cyl 6A),Y, N, Y, 13545,13350,12058,15364,16888,13350,12058,15364,16888,13700
18331,2013,Toyota,Prius c,One 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),N, N, N, 13933,13849,12588,15577,16782,13849,12588,15577,16782,N/A
18332,2015,Lexus,NX 200t,F SPORT 4dr SUV (2.0L 4cyl Turbo 6A),N, N, N, 35470,32358,30590,33693,0,32358,30590,33693,0,N/A
18333,2010,Infiniti,G37 Convertible,2dr Convertible (3.7L 6cyl 7A),N, N, N, 22657,22237,20390,25429,0,22237,20390,25429,0,N/A
18334,2015,Toyota,Tundra,SR5 4dr CrewMax SB (5.7L 8cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18335,2013,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, N, 13184,13103,11677,15026,15354,13103,11677,15026,15354,N/A
18336,2015,Hyundai,Veloster,3dr Hatchback w/Black Interior (1.6L 4cyl 6AM),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18337,2012,Buick,Enclave,Leather Group 4dr SUV (3.6L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18338,2012,Buick,Enclave,4dr SUV (3.6L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18339,2013,Subaru,Impreza WRX,Premium 4dr Sedan AWD (2.5L 4cyl Turbo 5M),Y, N, Y, 24394,24097,22471,26482,27441,24097,22471,26482,27441,24700
18340,2015,Toyota,Prius,Persona Series Special Edition 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 22984,23207,21780,24283,0,23207,21780,24283,0,N/A
18341,2011,Jeep,Liberty,Limited 4dr SUV (3.7L 6cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18342,2011,Jeep,Liberty,Sport 4dr SUV (3.7L 6cyl 4A),N, N, N, 14031,13810,12161,16317,17759,13810,12161,16317,17759,N/A
18343,2014,BMW,4 Series,435i 2dr Convertible (3.0L 6cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18344,2012,Infiniti,G Sedan,G25x 4dr Sedan AWD (2.5 6cyl 7A),N, N, N, 19576,19420,17741,21820,24062,19420,17741,21820,24062,N/A
18345,2013,Chrysler,200,Limited 2dr Convertible (3.6L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18346,2010,Audi,TT,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18347,2010,Lexus,LS 460,L 4dr Sedan (4.6L 8cyl 8A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18348,2013,Audi,Q5,2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Y, N, Y, 33244,33014,30840,36184,37011,32233,30162,35307,36894,34100
18349,2011,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, N, 12500,12010,10654,14136,14965,12010,10654,14136,14965,13200
18350,2013,Dodge,Durango,SXT 4dr SUV (3.6L 6cyl 5A),N, N, N, 23099,22989,21091,25555,25565,22271,20416,24789,25257,24300
18351,2013,Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Y, N, Y, 25500,23968,22076,26455,28741,23968,22076,26455,28741,25800
18352,2014,Volkswagen,Jetta,SE 4dr Sedan w/Connectivity (1.8L 4cyl Turbo 6A),Y, N, Y, 15635,15276,13764,17122,18434,15276,13764,17122,18434,14900
18353,2011,Ford,F-150,XLT 4dr SuperCab Styleside 6.5 ft. SB (3.7L 6cyl 6A),N, N, N, 19928,19617,17815,22511,22722,19617,17815,22511,22722,N/A
18354,2015,GMC,Terrain,SLE-1 4dr SUV (2.4L 4cyl 6A),Y, N, Y, 23000,23204,21511,24481,0,22468,20780,23740,0,20999
18355,2012,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),N, N, N, 16157,15985,14608,18051,22259,15985,14608,18051,22259,16400
18356,2013,Toyota,Corolla,L 4dr Sedan (1.8L 4cyl 4A),N, N, N, 13178,13110,11743,14932,15923,13110,11743,14932,15923,N/A
18357,2014,Toyota,Camry,SE 4dr Sedan (2.5L 4cyl 6A),N, N, N, 16306,16343,14845,18093,19176,16343,14845,18093,19176,N/A
18358,2012,Audi,A3,2.0 TDI Premium 4dr Wagon (2.0L 4cyl Turbodiesel 6AM),N, N, N, 17618,17476,15714,19946,22375,17476,15714,19946,22375,N/A
18359,2010,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, N, 9677,9432,8031,11682,12821,9432,8031,11682,12821,N/A
18360,2011,Mercedes-Benz,C-Class,C300 Sport 4dr Sedan (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18361,2013,BMW,X6 M,4dr SUV AWD (4.4L 8cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18362,2013,Hyundai,Sonata,GLS PZEV 4dr Sedan (2.4L 4cyl 6A) ,N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18363,2010,BMW,3 Series,328i 2dr Coupe (3.0L 6cyl 6M),N, N, N, 17438,17173,15438,19884,22240,17173,15438,19884,22240,N/A
18364,2013,Volkswagen,CC,Sport 4dr Sedan w/Lighting Package (2.0L 4cyl Turbo 6AM),N, N, N, 17750,17335,15632,19559,19847,17335,15632,19559,19847,N/A
18365,2014,Lexus,IS 250,4dr Sedan (2.5L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18366,2014,Nissan,Versa,1.6 SV 4dr Sedan (1.6L 4cyl CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18367,2010,Mercedes-Benz,C-Class,C300 Sport 4dr Sedan (3.0L 6cyl 6M),N, N, N, 18501,18178,16583,20846,23011,18178,16583,20846,23011,N/A
18368,2013,Mercedes-Benz,C-Class,C250 Sport 4dr Sedan (1.8L 4cyl Turbo 7A),N, N, N, 23666,23701,21146,26746,29274,23701,21146,26746,29274,N/A
18369,2014,Toyota,Tundra,SR 4dr Double Cab 4WD LB (5.7L 8cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18370,2013,Chevrolet,Spark,1LT 4dr Hatchback (1.2L 4cyl 4A),N, N, N, 9529,9470,8159,11204,11828,9470,8159,11204,11828,N/A
18371,2013,Honda,Accord,EX-L 2dr Coupe (2.4L 4cyl CVT),N, N, N, 19535,19399,17836,21613,22591,19399,17836,21613,22591,N/A
18372,2015,Audi,A6,3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),N, N, N, 46382,46902,44436,48762,0,46902,44436,48762,0,N/A
18373,2012,Hyundai,Sonata,GLS 4dr Sedan (2.4L 4cyl 6A),Y, N, Y, 14453,14360,12930,16315,16827,14360,12930,16315,16827,14500
18374,2015,Ford,Edge,SEL 4dr SUV (2.0L 4cyl Turbo 6A),N, N, N, 26800,0,0,0,0,0,0,0,0,N/A
18375,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18376,2012,Chrysler,200,Touring 4dr Sedan (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18377,2012,Ford,F-350 Super Duty,XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18378,2009,Mercedes-Benz,SLK-Class,SLK300 2dr Convertible (3.0L 6cyl 6M),N, N, N, 20385,20051,18144,23125,25178,20051,18144,23125,25178,N/A
18379,2012,Porsche,Cayenne,Turbo 4dr SUV 4WD (4.8L 8cyl Turbo 8A),N, N, N, 65418,64870,59338,72851,78333,64870,59338,72851,78333,N/A
18380,2014,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),N, N, N, 33317,33329,30867,36313,38504,33329,30867,36313,38504,N/A
18381,2013,Hyundai,Elantra,Limited 4dr Sedan (1.8L 4cyl 6A),N, N, N, 15690,15628,13934,17838,18670,15628,13934,17838,18670,N/A
18382,2011,Ford,Explorer,Limited 4dr SUV AWD (3.5L 6cyl 6A),N, N, N, 23627,23177,21238,26549,28564,23177,21238,26549,28564,N/A
18383,2011,Nissan,370Z,2dr Coupe (3.7L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18384,2011,Nissan,Maxima,3.5 S 4dr Sedan (3.5L 6cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18385,2013,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, N, 15009,14967,13600,16732,17936,14967,13600,16732,17936,N/A
18386,2012,Honda,CR-Z,EX 2dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),N, N, N, 12979,12756,11565,14708,15955,12756,11565,14708,15955,N/A
18387,2014,Jeep,Cherokee,Latitude 4dr SUV 4WD (2.4L 4cyl 9A),Y, N, Y, 21364,21436,19683,23620,24536,21436,19683,23620,24536,21700
18388,2015,Chevrolet,Camaro,LS 2dr Coupe w/2LS (3.6L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18389,2015,Toyota,Prius,Five 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 25334,24514,22971,25678,0,24514,22971,25678,0,N/A
18390,2014,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 18100,17261,15756,19133,22765,17261,15756,19133,22765,N/A
18391,2009,Toyota,Camry,LE 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18392,2015,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
