Sale ID, Year, Make, Model, Style, Is Active?, On Sale?, Has Sold?, Offer to Seller, Private Price PI, Trade In Price PI, Retail Price PI, CPO Price PI, Private Price L, Trade In Price L, Retail Price L, CPO Price L, Beepi Price
5331,2013,Volkswagen,GTI,Driver's Edition PZEV 4dr Hatchback (2.0L 4cyl Turbo 6AM),N, N, N, 23665,24272,22665,25506,27089,24272,22665,25506,27089,25300
5332,2013,Ford,Edge,Limited 4dr SUV (3.5L 6cyl 6A),N, N, Y, 25883,26432,24376,28443,30606,26432,24376,28443,30606,27600
5333,2013,Toyota,Prius v,Three 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 21548,22061,20548,23254,25755,22061,20548,23254,25755,23300
5334,2013,Volkswagen,Jetta,SE PZEV 4dr Sedan w/Convenience  Sunroof (2.5L 5cyl 6A),N, N, Y, 17444,17897,16231,19170,20673,15086,13729,17052,17610,16000
5335,2009,Audi,A4,3.2 Premium Plus quattro 4dr Sedan AWD (3.2L 6cyl 6A),N, N, N, 19948,19954,18185,21921,25572,19954,18185,21921,25572,N/A
5336,2011,BMW,5 Series,550i 4dr Sedan (4.4L 8cyl Turbo 6M),N, N, Y, 36801,37248,34552,40441,44582,33374,30563,38132,40608,35910
5337,2010,Hyundai,Elantra Touring,GLS 4dr Hatchback (2.0L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5338,2012,Mazda,MAZDA5,Sport 4dr Minivan (2.5L 4cyl 5A),N, N, N, 14929,15012,13929,15900,18434,15012,13929,15900,18434,N/A
5339,2011,Ford,Escape,Limited 4dr SUV (2.5L 4cyl 6A),N, N, N, 17408,17293,15518,19130,21209,17293,15518,19130,21209,18900
5340,2013,Hyundai,Elantra,GLS PZEV 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 14911,15266,13911,16315,18327,15266,13911,16315,18327,14820
5341,2010,Honda,Odyssey,EX-L 4dr Minivan (3.5L 6cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5342,2011,Hyundai,Sonata,SE 4dr Sedan (2.4L 4cyl 6A),N, N, N, 13963,14207,12960,15345,17750,14207,12960,15345,17750,N/A
5343,2010,Volkswagen,Jetta,Limited Edition PZEV 4dr Sedan (2.5L 5cyl 6A),N, N, N, 13279,13025,11426,14593,16607,13025,11426,14593,16607,14300
5344,2012,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),N, N, N, 20282,20889,19282,22202,24847,20889,19282,22202,24847,N/A
5345,2012,Mazda,MAZDA5,Grand Touring 4dr Minivan (2.5L 4cyl 5A),N, N, N, 16539,16730,15539,17708,20329,16730,15539,17708,20329,N/A
5346,2011,Volkswagen,GTI,PZEV 4dr Hatchback w/Sunroof (2.0L 4cyl Turbo 6AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5347,2011,Kia,Sorento,LX 4dr SUV (2.4L 4cyl 6A),N, N, N, 15059,15096,13552,16549,19120,15096,13552,16549,19120,N/A
5348,2012,Kia,Optima,EX Turbo 4dr Sedan (2.0L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5349,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5350,2007,Honda,Accord,EX 2dr Coupe (2.4L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5351,2011,Volkswagen,GTI,PZEV 2dr Hatchback w/Sunroof (2.0L 4cyl Turbo 6AM),N, N, N, 17644,18035,16644,19291,21128,18035,16644,19291,21128,N/A
5352,2012,Toyota,Prius Plug-in,Advanced 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5353,2010,Hyundai,Accent,GS 2dr Hatchback (1.6L 4cyl 4A),N, N, N, 8476,8177,6971,9315,11352,8177,6971,9315,11352,N/A
5354,2011,Subaru,Tribeca,3.6R Limited 4dr SUV AWD (3.6L 6cyl 5A),N, N, N, 23743,24379,22719,26092,28975,24379,22719,26092,28975,N/A
5355,2009,Chrysler,300,C HEMI 4dr Sedan (5.7L 8cyl 5A),N, N, N, 17076,16860,15030,18765,21913,16860,15030,18765,21913,N/A
5356,2009,Lexus,IS 250,4dr Sedan (2.5L 6cyl 6A),N, N, N, 18486,18512,16874,20315,24122,18512,16874,20315,24122,N/A
5357,2011,Honda,CR-V,SE 4dr SUV AWD (2.4L 4cyl 5A),N, N, N, 16971,17386,15962,18650,21005,17386,15962,18650,21005,N/A
5358,2013,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M),N, N, Y, 26623,27381,25623,29087,32137,27381,25623,29087,32137,28900
5359,2011,Honda,Accord,LX 4dr Sedan (2.4L 4cyl 5M),N, N, N, 12661,12657,11241,13914,15641,12657,11241,13914,15641,N/A
5360,2012,Honda,Civic,Natural Gas 4dr Sedan (1.8L 4cyl 5A),N, N, Y, 19930,20563,18930,21899,23922,20563,18930,21899,23922,19855
5361,2007,Mercedes-Benz,GL-Class,GL450 4dr SUV AWD (4.7L 8cyl 7A),N, N, N, 19680,19153,17363,21627,0,19153,17363,21627,0,N/A
5362,2013,Volvo,C30,T5 R-Design 2dr Hatchback (2.5L 5cyl Turbo 6M),N, N, Y, 25349,25712,23354,27857,30310,25712,23354,27857,30310,27400
5363,2012,FIAT,500,Sport 2dr Hatchback (1.4L 4cyl 5M),N, N, N, 12265,12235,10802,13479,0,12235,10802,13479,0,N/A
5364,2011,BMW,3 Series,328i xDrive 4dr Sedan AWD (3.0L 6cyl 6M),N, N, N, 22640,22472,20146,24880,28080,22472,20146,24880,28080,N/A
5365,2013,BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5366,2012,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5367,2013,Nissan,Altima,2.5 S 4dr Sedan (2.5L 4cyl CVT),N, N, Y, 16008,16257,15008,17210,18806,16257,15008,17210,18806,16700
5368,2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),N, N, N, 29004,29488,27216,31873,35128,29488,27216,31873,35128,31300
5369,2014,Mercedes-Benz,SLK-Class,SLK350 2dr Convertible (3.5L 6cyl 7A),N, N, N, 43633,45539,42633,47731,0,45539,42633,47731,0,N/A
5370,2012,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),N, N, N, 36602,37920,35602,40081,43346,37920,35602,40081,43346,N/A
5371,2006,Volkswagen,New Beetle,2.5 2dr Convertible (2.5L 5cyl 6A),N, N, N, 8152,7545,6433,8959,0,7545,6433,8959,0,N/A
5372,2013,Hyundai,Elantra,GLS 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 14991,15368,13991,16465,18464,15368,13991,16465,18464,16200
5373,2012,Honda,Pilot,Touring 4dr SUV 4WD w/Nav  Rear Entertainment (3.5L 6cyl 5A),N, N, N, 30674,31577,29674,33134,36415,31577,29674,33134,36415,N/A
5374,2013,BMW,1 Series,128i SULEV 2dr Convertible (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5375,2009,Nissan,Rogue,SL 4dr SUV AWD (2.5L 4cyl CVT),N, N, N, 15037,14511,12694,16525,19120,14511,12694,16525,19120,N/A
5376,2010,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5377,2010,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6AM),N, N, N, 16356,16157,14382,17974,20817,16157,14382,17974,20817,N/A
5378,2013,Mazda,MAZDA3,i Grand Touring 4dr Hatchback (2.0L 4cyl 6M),N, N, N, 19284,19820,18284,21082,23632,19820,18284,21082,23632,N/A
5379,2009,Infiniti,G37,2dr Coupe (3.7L 6cyl 7A),N, N, N, 16771,17033,15607,18430,0,17033,15607,18430,0,N/A
5380,2012,Kia,Soul,4dr Wagon (1.6L 4cyl 6A),N, N, Y, 11918,11987,10637,13097,15063,11987,10637,13097,15063,12900
5381,2012,Subaru,Legacy,2.5i PZEV 4dr Sedan AWD (2.5L 4cyl CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6381,2013,Toyota,Prius,Five 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, Y, 26319,27077,25319,28683,31505,21623,19982,24238,25730,23700
6382,2011,Toyota,RAV4,4dr SUV (2.5L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6383,2012,Nissan,Altima,2.5 S 4dr Sedan (2.5L 4cyl CVT),N, N, Y, 15448,15572,13989,16976,18787,15572,13989,16976,18787,16800
6384,2013,Hyundai,Elantra,GLS PZEV 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 15633,16021,14633,17141,19161,16021,14633,17141,19161,15485
6385,2009,Ford,Focus,SEL 4dr Sedan (2.0L 4cyl 5M),N, N, N, 9679,9346,8029,10637,12394,9346,8029,10637,12394,N/A
6386,2012,Ford,Focus,SEL 4dr Hatchback (2.0L 4cyl 6AM),N, N, N, 14657,14550,13001,16107,17636,14550,13001,16107,17636,N/A
6387,2011,Volvo,C30,R-Design 2dr Hatchback (2.5L 5cyl Turbo 6M),N, N, N, 20668,20896,18923,22713,25512,20896,18923,22713,25512,N/A
6388,2014,Hyundai,Sonata,GLS 4dr Sedan (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6389,2013,Honda,Accord,LX 4dr Sedan (2.4L 4cyl CVT),N, N, Y, 17392,17792,16392,18848,20464,17792,16392,18848,20464,18100
6390,2012,Honda,Accord,SE 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6391,2013,Volkswagen,Tiguan,SEL 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 6A),N, N, Y, 28575,29521,27575,31044,33283,29521,27575,31044,33283,28025
6392,2010,BMW,X3,xDrive30i 4dr SUV AWD (3.0L 6cyl 6M),N, N, N, 22608,22636,20604,24844,28584,22636,20604,24844,28584,N/A
6393,2013,BMW,7 Series,750i 4dr Sedan (4.4L 8cyl Turbo 8A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6394,2012,Volkswagen,Jetta,SE 4dr Sedan w/Convenience (2.5L 5cyl 5M),N, N, N, 13670,13649,12000,15022,16692,13649,12000,15022,16692,14800
6395,2011,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, N, 13090,13112,11748,14385,16450,13112,11748,14385,16450,N/A
6396,2012,Volkswagen,Tiguan,SEL 4dr SUV w/Premium Navigation  Rearview Camera (2.0L 4cyl Turbo 6A),N, N, Y, 22768,23466,21622,25020,27432,22424,20640,25554,26463,22900
6397,2012,Honda,Accord,LX 4dr Sedan (2.4L 4cyl 5A),N, N, N, 15075,15417,14012,16566,18302,15417,14012,16566,18302,N/A
6398,2012,Ford,Focus,SE 4dr Hatchback (2.0L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6399,2009,Mercedes-Benz,SL-Class,SL63 AMG 2dr Convertible (6.2L 8cyl 7A),N, N, N, 58098,58112,52501,63844,70005,58112,52501,63844,70005,N/A
6400,2012,Volkswagen,GLI,Autobahn PZEV 4dr Sedan (2.0L 4cyl Turbo 6AM),N, N, Y, 20874,21285,19874,22471,24337,18779,17454,21089,21764,20200
6401,2014,BMW,X3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),N, N, Y, 41214,42416,39557,45291,49039,42416,39557,45291,49039,40090
6402,2014,Nissan,Pathfinder,SL 4dr SUV (3.5L 6cyl CVT),N, N, N, 29161,30013,28161,31409,34098,30013,28161,31409,34098,N/A
6403,2013,MINI,Cooper Countryman,4dr Wagon (1.6L 4cyl 6M),N, N, Y, 17528,17985,16528,19130,21167,17985,16528,19130,21167,19000
6404,2007,Honda,Civic,EX 4dr Sedan (1.8L 4cyl 5A),N, N, N, 9308,8851,7629,10229,0,8851,7629,10229,0,N/A
6405,2013,Nissan,Murano,SV 4dr SUV (3.5L 6cyl CVT),N, N, Y, 23180,23828,22180,25102,27523,23828,22180,25102,27523,22895
6406,2013,Volkswagen,Jetta,SE PZEV 4dr Sedan w/Convenience (2.5L 5cyl 6A),N, N, Y, 17121,17533,15867,18815,20266,17533,15867,18815,20266,17900
6407,2014,Toyota,Prius Plug-in,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 27096,27802,26096,29118,0,27802,26096,29118,0,N/A
6408,2012,Volkswagen,Golf,2.5L PZEV 4dr Hatchback (2.5L 5cyl 6A),N, N, N, 14639,14809,13639,15765,17273,14809,13639,15765,17273,15600
6409,2010,Volkswagen,Touareg,V6 TDI 4dr SUV 4WD (3.0L 6cyl Turbodiesel 6A),N, N, N, 29213,28680,25608,32103,35819,28680,25608,32103,35819,N/A
6410,2008,Mercedes-Benz,M-Class,ML350 4dr SUV AWD (3.5L 6cyl 7A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6411,2013,Mazda,MX-5 Miata,Club 2dr Convertible w/Power Hard Top (2.0L 4cyl 6M),N, N, Y, 22332,22869,21332,24028,25701,22869,21332,24028,25701,23800
6412,2010,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, N, 13814,13526,11961,15181,17420,13526,11961,15181,17420,N/A
6413,2011,Volkswagen,GTI,PZEV 2dr Hatchback (2.0L 4cyl Turbo 6AM),N, N, N, 16862,17254,15862,18510,20172,17254,15862,18510,20172,N/A
6414,2013,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, Y, 14699,14922,13699,15875,17637,14922,13699,15875,17637,15200
6415,2011,BMW,X5,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6416,2013,Volkswagen,Golf R,4dr Hatchback AWD w/Sunroof  Navigation (2.0L 4cyl Turbo 6M),N, N, Y, 28965,29644,27965,30910,32771,29644,27965,30910,32771,29900
6417,2013,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 23872,24407,22872,25594,28264,24407,22872,25594,28264,N/A
6418,2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),N, N, N, 26485,26940,24752,29105,32227,26940,24752,29105,32227,N/A
6419,2013,MINI,Cooper,John Cooper Works 2dr Hatchback (1.6L 4cyl Turbo 6M),N, N, Y, 27674,28401,26545,30412,32786,28401,26545,30412,32786,30200
6420,2012,BMW,X5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),N, N, Y, 39626,40436,37249,43546,48272,40436,37249,43546,48272,41700
6421,2009,Nissan,Cube,1.8 SL 4dr Wagon (1.8L 4cyl CVT),N, N, N, 11362,11060,9731,12486,14499,11060,9731,12486,14499,N/A
6422,2012,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, N, 14574,14855,13437,16016,17587,14855,13437,16016,17587,N/A
6423,2011,Kia,Optima,Hybrid 4dr Sedan (2.4L 4cyl gas/electric hybrid 6A),N, N, N, 16883,17132,15588,18553,21350,17132,15588,18553,21350,18200
6424,2014,Hyundai,Sonata,GLS 4dr Sedan (2.4L 4cyl 6A),N, N, N, 17280,17572,16280,18561,0,17572,16280,18561,0,19000
6425,2014,Mazda,MAZDA2,Sport 4dr Hatchback (1.5L 4cyl 4A),N, N, Y, 14014,14337,13014,15357,0,14337,13014,15357,0,15200
6426,2011,Infiniti,G Coupe,G37 Journey 2dr Coupe (3.7L 6cyl 7A),N, N, N, 22846,23510,21846,24987,28592,23510,21846,24987,28592,N/A
6427,2014,Toyota,Corolla,S Premium 4dr Sedan (1.8L 4cyl CVT),N, N, N, 19796,20144,18796,21404,0,20144,18796,21404,0,N/A
6428,2012,Volkswagen,Golf,2.0L TDI 4dr Hatchback w/Sunroof  Navigation (2.0L 4cyl Turbodiesel 6AM),N, N, N, 20576,21064,19576,22399,24406,21064,19576,22399,24406,N/A
6429,2014,Chevrolet,Cruze,Eco 4dr Sedan (1.4L 4cyl Turbo 6A),N, N, N, 17158,17407,16158,18402,19885,17407,16158,18402,19885,N/A
6430,2012,Volkswagen,CC,Sport PZEV 4dr Sedan (2.0L 4cyl Turbo 6AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6431,2013,Chevrolet,Equinox,LTZ 4dr SUV AWD (2.4L 4cyl 6A),N, N, Y, 25304,26132,24304,27596,29898,26132,24304,27596,29898,26300
6432,2014,Lexus,IS 250,4dr Sedan (2.5L 6cyl 6A),N, N, Y, 36240,37429,35204,39825,42716,34271,32228,37410,39273,35340
6433,2012,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, N, 14500,14774,13356,15935,17505,14774,13356,15935,17505,N/A
6434,2013,Volkswagen,Golf R,4dr Hatchback AWD w/Sunroof  Navigation (2.0L 4cyl Turbo 6M),N, N, N, 28351,29019,27351,30277,32156,29019,27351,30277,32156,N/A
6435,2011,Hyundai,Genesis,3.8 4dr Sedan (3.8L 6cyl 6A),N, N, N, 20436,20237,18232,22458,25248,20237,18232,22458,25248,N/A
6436,2009,Honda,Accord,LX-P 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6437,2011,Acura,TSX,4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6438,2014,Honda,Odyssey,EX-L 4dr Minivan (3.5L 6cyl 6A),N, N, N, 29282,30160,28282,31578,0,30160,28282,31578,0,N/A
6439,2012,Hyundai,Veracruz,Limited 4dr SUV (3.8L 6cyl 6A),N, N, Y, 21387,22035,20287,23503,26225,22035,20287,23503,26225,22500
6440,2009,BMW,1 Series,135i 2dr Coupe (3.0L 6cyl Turbo 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6441,2010,Volkswagen,CC,Sport PZEV 4dr Sedan (2.0L 4cyl Turbo 6AM),N, N, N, 14396,14499,13098,15820,17992,14499,13098,15820,17992,N/A
6442,2009,Toyota,Venza,4dr Wagon (2.7L 4cyl 6A),N, N, N, 18554,18271,16497,20390,23567,18271,16497,20390,23567,N/A
6443,2013,Ford,Fusion Hybrid,SE 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),N, N, N, 19950,20394,18950,21625,23289,20394,18950,21625,23289,N/A
6444,2013,Audi,allroad,Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 8A),N, N, Y, 36150,37428,35138,39726,43326,34906,32777,38236,41452,39700
6445,2013,Toyota,Prius c,Three 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),N, N, Y, 18019,18322,17019,19347,21546,18322,17019,19347,21546,18900
6446,2013,Volkswagen,Tiguan,S 4Motion 4dr SUV AWD w/Sunroof (2.0L 4cyl Turbo 6A),N, N, Y, 22074,22620,21074,23857,25754,19481,18039,21864,22620,18400
6448,2011,Toyota,Camry,4dr Sedan (2.5L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6449,2012,Mitsubishi,Outlander,GT 4dr SUV AWD (3.0L 6cyl 6A),N, N, N, 22087,22085,20056,24272,26733,22085,20056,24272,26733,N/A
6450,2011,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),N, N, Y, 16269,16435,15023,17879,20108,16435,15023,17879,20108,17800
6451,2012,MINI,Cooper Roadster,S 2dr Convertible (1.6L 4cyl Turbo 6M),N, N, N, 23447,23680,21783,25767,28218,23680,21783,25767,28218,N/A
6452,2013,Hyundai,Elantra,Limited PZEV 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 19068,19491,17813,20954,23146,16387,14880,18635,19467,18000
6453,2011,BMW,1 Series,135i 2dr Convertible (3.0L 6cyl Turbo 6M),N, N, N, 25372,25501,23110,27882,29888,25501,23110,27882,29888,N/A
6454,2011,Subaru,Outback,2.5i Premium 4dr Wagon AWD (2.5L 4cyl CVT),N, N, N, 16406,16682,15186,18029,19135,16682,15186,18029,19135,N/A
6455,2013,MINI,Cooper Paceman,2dr Hatchback (1.6L 4cyl 6M),Y, N, Y, 21523,22007,20340,23652,25768,19441,17910,21732,22958,21700
6456,2014,Mercedes-Benz,C-Class,C250 Sport 4dr Sedan (1.8L 4cyl Turbo 7A),N, N, N, 30078,31001,29078,32680,0,31001,29078,32680,0,N/A
6457,2013,Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),N, N, Y, 27824,28624,26527,30576,33333,28624,26527,30576,33333,30500
6458,2014,Ford,Focus,SE 4dr Sedan (2.0L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6459,2013,Jeep,Compass,Latitude 4dr SUV (2.0L 4cyl CVT),N, N, Y, 17531,17781,16531,18777,20284,17781,16531,18777,20284,19300
6460,2013,Hyundai,Elantra,GLS 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 14407,14743,13368,15832,17775,14743,13368,15832,17775,14630
6461,2012,Volkswagen,Eos,Komfort SULEV 2dr Convertible (2.0L 4cyl Turbo 6AM),N, N, N, 21773,22458,20773,23844,25602,22458,20773,23844,25602,N/A
6462,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, Y, 21494,21468,19282,23620,26742,17989,16002,21093,23291,20780
6463,2013,Volkswagen,Golf,2.0L TDI 4dr Hatchback w/Sunroof  Navigation (2.0L 4cyl Turbodiesel 6AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6464,2010,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, 18733,18497,16708,20586,23594,18497,16708,20586,23594,N/A
6465,2012,Jeep,Grand Cherokee,Overland 4dr SUV 4WD (3.6L 6cyl 5A),N, N, Y, 31545,32385,30053,34665,37613,32385,30053,34665,37613,30875
6466,2009,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M),N, N, Y, 14415,14274,12766,15841,18841,14274,12766,15841,18841,14820
6467,2013,Jeep,Grand Cherokee,Overland 4dr SUV 4WD (3.6L 6cyl 5A),N, N, Y, 34104,35374,32960,37478,39999,35374,32960,37478,39999,37800
6468,2011,Toyota,Venza,4dr Wagon AWD (3.5L 6cyl 6A),N, N, Y, 22835,22894,20967,25094,28123,22894,20967,25094,28123,25000
6469,2012,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6470,2011,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, Y, 14905,14909,13499,16380,18514,14909,13499,16380,18514,16300
6471,2012,Volvo,C30,T5 R-Design 2dr Hatchback (2.5L 5cyl Turbo 6M),N, N, Y, 22638,22922,20792,24878,27548,22922,20792,24878,27548,24700
6472,2007,Volkswagen,GTI,2dr Hatchback (2.0L 4cyl Turbo 6AM),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6473,2013,Honda,CR-V,LX 4dr SUV (2.4L 4cyl 5A),N, N, Y, 18787,19215,17787,20292,22306,19215,17787,20292,22306,18905
6474,2011,Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6475,2012,Toyota,Camry Hybrid,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),N, N, N, 23447,23731,21789,25767,28537,23731,21789,25767,28537,N/A
6476,2009,Nissan,Murano,SL 4dr SUV AWD (3.5L 6cyl CVT),N, N, N, 18291,17843,15840,20100,23015,17843,15840,20100,23015,N/A
6477,2014,Toyota,Camry,SE 4dr Sedan w/Prod. End 11/13 (3.5L 6cyl 6A),N, N, N, 26605,27330,25605,29116,0,27330,25605,29116,0,26220
6478,2008,BMW,3 Series,328i 2dr Convertible (3.0L 6cyl 6M),N, N, N, 17134,17117,15472,18829,0,17117,15472,18829,0,N/A
6479,2008,BMW,1 Series,128i 2dr Convertible (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6480,2014,Mazda,MAZDA6,i Touring 4dr Sedan (2.5L 4cyl 6A),N, N, Y, 21703,22155,20703,23442,24962,22155,20703,23442,24962,21375
6481,2011,Kia,Optima,EX 4dr Sedan (2.4L 4cyl 6A),N, N, N, 14914,15002,13587,16390,18889,15002,13587,16390,18889,N/A
6482,2012,Nissan,Sentra,2.0 SL 4dr Sedan (2.0L 4cyl CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6483,2013,Subaru,Forester,2.5XT Touring 4dr SUV AWD (2.5L 4cyl Turbo 4A),N, N, N, 24377,25223,23377,26716,29261,25223,23377,26716,29261,N/A
6484,2014,Nissan,370Z,Touring 2dr Coupe (3.7L 6cyl 6M),N, N, Y, 28892,29758,27663,31750,34040,29758,27663,31750,34040,30400
6485,2010,BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),N, N, N, 32799,33706,31491,36043,41089,33706,31491,36043,41089,33250
6486,2012,Hyundai,Genesis Coupe,2.0T R-Spec 2dr Coupe (2.0L 4cyl Turbo 6M),N, N, N, 17700,17904,16700,18904,21396,17904,16700,18904,21396,N/A
6487,2014,MINI,Cooper,2dr Hatchback (1.5L 3cyl Turbo 6M),N, N, Y, 19014,19449,18014,20660,0,19449,18014,20660,0,19000
6488,2009,BMW,Z4,sDrive35i 2dr Convertible (3.0L 6cyl Turbo 6M),N, N, N, 27229,27858,26132,29923,33257,27858,26132,29923,33257,N/A
6489,2011,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 18232,18565,17092,20036,22728,18565,17092,20036,22728,N/A
6490,2007,Nissan,350Z,Touring 2dr Coupe (3.5L 6cyl 6M),N, N, N, 15128,14646,13066,16625,0,14646,13066,16625,0,N/A
6491,2013,Honda,Fit,Sport 4dr Hatchback (1.5L 4cyl 5M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6492,2012,Ford,Mustang,V6 Premium 2dr Coupe (3.7L 6cyl 6M),N, N, N, 17388,17820,16355,19108,20695,17820,16355,19108,20695,N/A
6493,2012,Scion,xD,4dr Hatchback (1.8L 4cyl 5M),N, N, N, 12796,12478,11304,14548,15509,12478,11304,14548,15509,14200
6494,2013,Volkswagen,Beetle,2.5L PZEV 2dr Hatchback (2.5L 5cyl 6A),N, N, Y, 15059,15307,14059,16272,17409,15307,14059,16272,17409,15600
